Gene,ERR2593198.bam,ERR3374021.bam,SRR10572661.bam,SRR16796949.bam,SRR3401747.bam,SRR3401748.bam,SRR3401749.bam,SRR3401750.bam,ERR4184070.bam,ERR4184071.bam,ERR4184072.bam,ERR4184073.bam,SRR3161766.bam,SRR3161767.bam,SRR3161768.bam,SRR3161769.bam,SRR12774953.bam,RCB003.Brain.bam,RCS001.Spleen.bam,SRR12774963.bam
S1pr2_1,2702,1995,2429,1829,1159,668,409,323,2921,2182,2899,3211,1477,1403,1217,1433,375,71,191,145
Mrpl4_1,1054,1709,1292,1807,1054,589,1039,845,2751,2001,1725,2000,729,875,850,835,210,620,1046,152
Icam1_1,6772,14128,12820,7905,2116,2159,1841,1876,6345,4982,4651,4888,1568,1612,1759,2102,233,81,1143,599
Icam4_1,134,271,473,350,229,311,559,858,415,322,477,457,178,281,237,293,44,40,846,61
Icam5_1,111,125,356,204,101,397,783,1347,154,126,115,141,135,202,201,260,55,2820,112,10
Zglp1_1,47,61,105,59,17,31,21,17,93,77,66,67,15,12,6,9,6,28,29,1
Fdx2_1,1451,1611,1323,2675,1139,882,432,402,1298,1107,964,972,171,349,317,376,115,337,390,75
Raver1_1,1180,4125,2292,809,1751,958,1969,1711,6022,4678,3388,3631,286,631,666,603,612,502,1875,429
Tyk2_1,1003,766,1788,1077,547,385,527,365,2041,1641,1863,1940,425,417,357,453,667,511,2415,1715
Cdc37_1,4229,6850,9597,10212,5026,3457,4537,4392,8041,6359,4404,4602,1520,2083,2050,1932,926,2737,3204,627
Pde4a_1,278,422,262,357,308,240,286,268,725,529,806,927,234,212,203,310,191,1632,226,118
Keap1_1,1124,1713,2528,1571,2047,1293,1046,1513,6103,4801,6710,7326,1005,1088,1053,1077,710,1896,3112,630
S1pr5_1,0,1,1,0,0,0,1,1,0,5,5,3,0,0,0,0,4,202,149,64
Atg4d_1,468,623,1131,1472,303,299,515,510,1616,1173,1456,1675,200,238,222,255,321,532,2707,324
Kri1_1,1264,1499,2379,2192,1432,875,1632,1594,2187,1653,1461,1645,691,614,626,809,242,602,1382,395
Cdkn2d_1,151,270,578,588,165,144,421,328,406,280,456,467,229,301,229,245,50,572,2337,126
Ap1m2_1,0,1,2,2,0,1,1,3,4,4,0,0,0,0,0,0,173,37,105,63
Slc44a2_1,1376,2671,7855,3496,1514,1272,1817,1854,4555,3479,5629,6000,1977,1738,1516,1813,655,761,2422,2084
Ilf3_1,2726,4106,5511,3357,2392,1479,1333,1133,9753,7690,6782,7472,1318,1541,1530,1603,1004,1372,1990,759
Qtrt1_1,809,700,468,724,503,310,93,55,939,686,426,464,186,251,183,267,121,359,381,125
Dnm2_1,1570,2337,6375,2549,1692,1206,4027,3625,6728,5110,6457,6822,2094,2113,1851,2129,1053,1203,4185,1560
Tmed1_1,1582,1193,1968,4507,1450,1572,551,634,1548,1182,1588,1586,1243,1367,1164,1413,191,239,234,131
CUNH19orf38_1,3,10,25,10,7,7,2,4,1,1,0,1,0,0,1,0,28,11,342,145
Carm1_1,2942,5559,5114,3232,2767,1845,1199,1182,7874,6290,5018,5607,3226,3439,3190,3343,989,2181,3463,574
Yipf2_1,597,430,1608,2200,696,554,608,768,957,823,812,791,327,468,381,527,400,382,428,254
Timm29_1,550,560,996,1632,376,359,262,270,1692,1279,1521,1606,430,344,368,421,217,488,670,195
Smarca4_1,3145,6947,12137,4482,7465,5644,6300,5386,17046,13429,12531,13803,6056,6539,5906,6540,2070,2799,4000,1714
Ldlr_1,1448,2121,2681,1961,3906,2842,1286,940,5400,4250,6324,6877,3966,4026,3366,4740,315,185,149,115
Spc24_1,720,954,844,2321,873,649,417,255,1003,729,792,866,167,259,235,167,50,27,1000,38
Kank2_1,308,583,2090,1097,1835,1595,2432,2763,1828,1322,4062,4558,1250,1204,1207,1309,1325,275,694,458
Dock6_1,47,150,119,78,312,248,185,230,129,116,78,94,45,70,54,67,961,428,666,408
Angptl8_1,0,0,2,3,2,9,3,6,2,1,0,1,0,0,0,0,11,2,0,6
Tspan16_1,20,23,34,33,4,6,18,30,35,41,19,44,16,12,7,12,3,6,4,0
LOC100755455_1,762,789,2205,1580,989,1162,2129,2257,923,760,1454,1525,506,592,511,605,444,490,263,156
Ccdc159_1,89,86,173,216,231,187,282,402,206,201,316,362,165,198,155,163,89,196,61,24
Plppr2_1,4,10,25,2,25,47,59,114,80,73,252,296,30,15,11,13,132,2949,79,15
Swsap1_1,339,324,562,582,322,273,190,213,481,368,262,270,132,117,131,117,126,233,186,50
Epor_1,28,31,47,34,0,5,4,5,4,2,9,9,1,2,2,1,69,46,5131,70
Rgl3_1,3,7,7,11,7,7,6,7,48,39,49,51,7,6,4,9,181,11,18,8
Ccdc151_1,286,386,622,674,166,101,55,56,503,379,636,656,143,173,138,155,110,113,112,21
Prkcsh_1,3434,6603,8321,5760,4424,4488,4382,6497,6978,5463,4626,5223,3454,3721,3628,4470,954,2095,2685,576
Elavl3_1,5,6,14,4,10,3,14,22,65,61,34,42,2,0,0,2,2,2311,3,2
Znf653_1,99,95,167,202,116,82,52,57,268,168,222,257,46,80,63,105,152,251,475,145
Ecsit_1,1811,1927,3193,2488,1096,915,1149,1005,2736,2143,1644,1843,682,872,738,975,317,1237,1208,343
Cnn1_1,4,2,9,0,0,1,43,51,1,6,13,11,1,1,0,0,1243,13,209,16
Elof1_1,1148,985,2199,2953,817,629,1231,1022,1490,1164,863,1014,787,886,703,795,374,814,1189,236
Acp5_1,539,552,527,774,333,473,527,753,855,720,429,445,442,617,484,610,301,107,3445,1724
Pigy_1,536,653,1429,1865,425,390,507,465,975,787,662,761,129,257,214,230,190,441,516,194
LOC113835262,0,0,0,1,1,0,7,0,0,0,1,3,0,0,0,3,1,7,1,0
LOC113835265,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,1,0,0
LOC100753112_1,260,113,1145,1639,115,118,82,63,862,643,907,1046,109,105,81,93,62,25,108,177
LOC100769218_1,265,138,1024,844,176,172,278,334,690,537,872,1032,324,226,197,287,269,470,234,401
Anln_1,6059,8625,9199,5309,5268,2182,2196,987,12224,9507,7197,8179,6345,5334,5545,3831,314,637,2612,244
Kiaa0895_1,112,73,606,280,39,57,115,111,90,82,199,218,62,43,36,39,54,107,13,35
Rp9_1,381,824,720,775,293,290,189,164,589,502,724,809,186,156,180,211,110,188,259,153
Bbs9_1,1054,766,1617,1333,477,426,661,651,1115,852,789,962,602,458,416,515,442,202,161,275
Bmper_1,5,3,24,6,45,40,45,54,0,0,0,0,0,2,0,0,46,144,15,21
Npsr1_1,0,0,4,2,30,100,9,10,3,0,1,2,0,0,0,0,0,39,0,0
Dpy19l1_1,3495,1994,4174,4117,2114,1407,1577,1509,2127,1688,914,1010,1586,1225,1282,1260,579,1121,1107,1355
Dpy19l2_1,0,0,0,1,375,236,252,214,0,0,0,0,0,0,0,0,0,12,0,0
Tbx20_1,0,0,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Herpud2_1,178,1059,1465,603,667,912,754,793,1030,799,1974,2076,1199,876,911,1164,392,662,908,419
LOC100773521_1,6292,6335,15812,12281,4091,3679,3362,3480,10835,8477,7506,8142,5032,3881,3902,4259,700,6950,3647,1218
Eepd1_1,3628,1207,3178,3061,1876,939,610,638,4455,3407,5515,6063,3549,3135,3111,3762,566,793,137,290
B3gat1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4076,0,0
LOC100751583_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,109,4,4
Glb1l3_1,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,3,2,0,0
LOC100757754_1,30,56,840,94,246,223,153,217,779,611,955,1088,199,150,120,181,1,0,2,1
Acad8_1,431,358,986,934,368,268,203,177,675,511,919,1002,319,305,271,300,306,264,302,146
Thyn1_1,464,425,1376,852,537,483,685,619,446,414,420,470,507,350,388,429,173,402,262,189
Vps26b_1,2961,2216,5484,3461,1680,1226,1433,1287,4443,3540,3152,3490,1924,1577,1504,1696,786,1900,978,884
Ncapd3_1,2679,3122,4946,5122,1642,836,1178,715,10953,8386,7135,7860,3040,2473,2242,1993,330,510,2278,597
Jam3_1,2,2,3,0,0,0,0,0,9,17,14,7,0,0,0,0,211,430,68,61
Igsf9b_1,0,0,1,0,6,8,2,2,27,14,3,0,0,0,0,0,25,1297,12,16
Spata19_1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,2
Opcml_1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,125,607,0,3
Ntm_1,0,1,0,0,3,5,4,6,0,1,9,7,0,0,0,0,138,2531,29,18
LOC113835278_1,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Snx19_1,1862,2006,4147,1527,1253,1069,1318,1354,5206,4092,3879,4468,1961,1589,1496,1785,961,3168,991,853
Adamts15_1,28,11,30,17,13,7,10,9,3,4,4,4,0,0,0,0,1076,170,271,169
Adamts8_1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,49,52,104,19
Zbtb44_1,800,1427,3631,1819,1364,1364,1708,1668,4070,3176,3512,4140,1976,1337,1299,1550,1264,844,1632,1562
St14_1,465,979,2004,1749,355,191,256,253,163,109,175,200,117,142,116,140,777,23,119,122
Aplp2_1,6618,7096,15739,10367,9065,11811,31056,38168,19841,14981,10621,11533,8017,6293,6375,7846,3642,8149,5269,1286
Prdm10_1,383,274,632,402,253,161,199,140,1155,913,658,711,433,363,342,393,193,381,425,274
Nfrkb_1,1227,904,2468,911,764,549,554,515,2782,2068,3033,3348,1135,964,825,1121,727,560,908,1031
Tmem45b_1,17,5,29,8,3,2,1,5,54,37,65,72,8,7,9,9,179,26,17,35
Barx2_1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,22,41,1,0
Arhgap32_1,907,997,1581,799,4,2,4,7,4795,3814,3577,4207,630,453,449,503,1285,4922,112,257
Kcnj5_1,2,1,4,1,13,2,4,3,5,5,29,38,0,0,0,0,3,30,156,176
Kcnj1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,75,129
Fli1_1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,275,162,1906,1543
Ets1_1,3941,6791,19476,11876,3098,2811,2540,2197,8543,6603,10176,11115,4561,3544,3757,3682,747,357,7977,6474
Kirrel3_1,0,0,1,0,4,0,2,0,12,6,3,7,1,0,0,0,67,1013,36,28
St3gal4_1,833,562,1497,1788,485,551,226,246,1230,972,1390,1603,1320,1015,833,1265,530,292,1473,722
Dcps_1,1343,1489,1386,2985,969,722,576,663,2617,2017,1412,1532,695,743,747,579,179,215,986,200
Tirap_1,183,153,529,311,302,202,170,124,515,388,325,387,271,285,273,297,86,65,155,143
Foxred1_1,730,632,960,831,317,208,357,246,1234,938,709,812,286,264,206,222,158,558,524,174
Srpra_1,3801,3350,4939,3605,2399,2556,2804,2662,6386,5177,4950,5358,3588,2976,2789,3392,1221,1738,2349,1176
Fam118b_1,542,442,1013,1508,301,223,741,645,883,642,657,695,307,213,206,277,177,165,284,201
Rpusd4_1,658,501,1126,1077,414,267,209,236,853,721,716,795,367,377,298,385,105,130,354,127
Cdon_1,1372,845,2005,1258,801,716,1328,1270,8419,6568,6351,6991,670,546,425,577,2004,242,119,276
Vsig10l2_1,2,0,0,0,0,0,1,2,15,10,23,31,0,1,0,0,23,3,14,12
Ddx25_1,8,12,23,2,3,2,2,4,91,53,33,28,4,5,6,6,46,1091,98,4
Pus3_1,1017,705,1283,1286,450,490,639,718,1426,1130,1020,1166,512,377,353,490,116,262,388,217
Hyls1_1,135,559,503,192,462,293,280,151,1088,881,760,827,449,339,340,270,60,195,975,78
Pate4_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pate3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pate2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pate1_1,0,0,0,0,78,25,16,14,0,0,0,0,14,12,12,9,1,2,0,0
LOC100773769_1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
LOC113835296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC113831260_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC113831462_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100751623_1,0,0,0,5,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
LOC113831461_1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,6,0,0,0
LOC113835303_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,3
LOC100752850_1,4,5,4,6,0,1,2,5,24,21,49,29,0,1,0,0,2,0,3,0
Chek1_1,2729,1661,2337,3531,911,509,484,311,4496,3354,1860,1954,643,440,488,390,153,20,378,60
Stt3a_1,6345,4852,9946,7420,4770,3876,5481,5108,11877,9189,7484,8190,7380,5550,5537,6016,1609,786,2024,1548
Ei24_1,1600,1245,5011,3513,876,924,1358,1432,2390,1870,1693,1762,1016,961,864,1020,582,1172,856,481
Fez1_1,0,0,2,0,1,1,2,0,0,0,0,1,0,0,0,0,167,4470,8,4
Pknox2_1,5,3,4,1,6,5,8,6,1,0,12,8,1,1,0,0,418,854,60,30
Tmem218_1,162,285,572,682,190,227,291,318,296,258,386,307,173,153,134,148,125,49,51,38
Slc37a2_1,7,10,77,16,8,8,19,10,29,23,37,43,18,7,8,4,88,181,644,535
Ccdc15_1,216,171,565,248,117,72,129,63,792,650,928,1004,143,128,95,113,200,70,274,423
Hepacam_2,0,0,2,0,0,0,0,0,0,0,1,2,0,1,0,0,12,2255,271,94
LOC100752993_1,3,7,41,13,64,44,55,57,680,527,472,426,3,6,2,2,251,161,461,228
Robo3_1,0,0,2,2,0,0,0,0,0,3,1,0,0,0,0,0,1,281,4,0
Msantd2_1,1198,755,1290,992,784,484,405,509,1495,1232,1821,1935,561,389,397,439,1106,544,937,658
Esam_1,14,5,57,25,6,1,2,3,29,15,9,5,0,3,2,3,264,361,248,50
Vsig2_1,4,7,19,6,0,0,0,2,42,28,13,11,0,1,6,5,60,216,11,9
Nrgn_1,54,85,90,83,0,0,0,0,120,109,34,52,12,24,34,19,19,13585,42,6
Spa17_1,24,23,42,27,17,32,31,38,17,2,7,9,7,4,2,0,136,146,2,1
Siae_1,968,784,2101,1338,708,874,946,957,1849,1424,1531,1736,1080,819,743,935,684,844,236,194
Tbrg1_1,1323,1440,3200,1997,1029,897,953,947,2943,2372,2832,3124,826,723,660,777,430,657,1410,552
Panx3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LOC100768392_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100768108_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC113835304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100754186_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100754472_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100754758_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100772780_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100759880_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100772488_1,0,0,0,0,0,0,0,0,24,15,11,28,0,0,0,0,0,0,0,0
LOC113835283,6,2,6,1,14,23,63,78,1547,1192,1440,1674,0,0,0,0,0,0,0,0
LOC113835305,0,0,0,0,0,0,0,0,33,21,15,21,0,0,0,0,0,0,0,0
LOC100774236_1,0,0,0,1,0,0,0,0,16,11,8,15,0,0,0,0,0,0,0,0
LOC100773942_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100773653_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100773361_1,0,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0
LOC100771627_1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
LOC100771334_1,1,0,0,0,7,9,1,3,1,7,1,5,0,0,0,0,0,0,0,0
LOC100773068_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100752809_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100759196_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100761408_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100761696_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100759481_1,0,0,0,1,0,0,0,0,14,17,16,17,0,0,0,0,0,0,0,0
LOC100761987_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100760061_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100759772_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100760355_1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100762275_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100760648_1,1,0,1,1,2,2,1,0,1,0,1,5,0,0,0,0,0,0,0,0
LOC100762573_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100762859_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100763150_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100761118_1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
LOC100769837_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100752212_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100757681_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100771730_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100772019_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100772302_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LOC100772889_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC113835306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100773460_1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100774045_1,7,1,16,599,91,177,142,105,72,50,80,157,0,0,0,0,45,0,98,191
LOC107976981_1,1093,1140,2620,2209,1143,1543,406,449,2418,2026,2491,2701,268,214,149,226,265,29,431,619
LOC100759681_1,1028,1336,3091,2335,1251,1073,1294,1479,982,800,1370,1564,103,52,78,104,387,22,362,754
LOC100773683_1,0,0,6,0,0,1,0,0,0,0,2,6,0,0,0,0,0,0,0,2
LOC100754776_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100751102_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LOC100750516_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100774997_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100774708_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100754624_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100754340_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LOC100774129_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LOC100774418_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100773833_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100752853_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
LOC100773543_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LOC100773260_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100772967_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100752550_1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100772384_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100752255_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100772095_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100751683_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100758923_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100769173_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100769655_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100769655_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100764447_1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100765963_1,3,1,11,2,1,0,0,1,2,0,0,1,0,0,0,0,8,3,3,2
LOC100766840_1,559,403,1414,725,22,28,100,154,482,308,344,385,1,2,1,4,575,3895,106,101
LOC100766548_1,0,0,1,2,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0
LOC100765674_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LOC100765383_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC103159732_1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100765094_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100766259_1,1,1,0,0,1,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0
LOC100763569_1,1544,1559,1035,757,2745,2322,904,895,761,563,2976,3319,6504,4775,4362,5522,416,3,76,17
LOC113835308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100770314_1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
LOC100770026_1,4,0,3,2,48,103,3,5,0,0,0,0,8,5,9,7,0,0,0,0
LOC100771168_1,2,0,0,0,6,24,1,0,0,0,1,0,1,3,1,1,0,0,0,0
LOC100769733_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LOC100770886_1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100770596_1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LOC100769448_1,1,0,4,2,3,24,2,0,0,0,3,3,0,1,2,1,0,0,0,0
LOC100761918_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100758628_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100759491_1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100758915_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100759783_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100760073_1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100760369_1,0,0,0,0,0,0,0,0,11,8,4,12,0,0,0,0,0,0,0,0
LOC100759204_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100761391_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem225_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100760226_1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Znf202_1,187,123,313,227,171,262,217,204,278,222,321,335,192,148,134,159,123,130,182,241
Scn3b_1,1,2,17,0,2,9,3,4,3,0,19,7,0,0,0,0,99,2175,12,30
Gramd1b_1,717,300,321,176,188,432,130,196,199,153,856,977,0,0,0,1,2841,3607,540,629
LOC100771356_1,13,3,29,5131,6,4,8,7,44,43,54,43,2,1,0,5,0,1,2,1
Clmp_1,126,70,11,6,10,7,6,4,88,61,20,17,0,0,2,0,838,615,179,142
Hspa8_1,130369,88694,59914,86619,66506,40649,30651,33953,111190,85757,50923,54904,68191,56783,54434,54994,11955,40773,46763,12602
Bsx_1,10,11,10,4,10,9,16,4,83,49,17,40,3,3,5,7,0,3,0,0
Jhy_1,7,5,1,0,8,17,23,16,0,6,7,13,0,2,4,0,100,65,74,110
LOC100774440_1,1,0,11,3,1,2,5,7,2,0,9,5,0,1,0,1,3,1,10,16
LOC103158664_2,5180,5667,9899,9255,3860,1780,903,873,18539,14266,24635,26601,9042,7492,7076,7655,181,551,1059,1036
Sorl1_2,49,98,45,11,76,68,105,147,190,117,142,199,2,2,2,4,2269,4611,4463,10393
Sc5d_1,8919,6152,6744,7451,12939,9135,13566,9617,15159,11532,8261,9012,10216,7762,7921,8213,297,1828,445,461
LOC100753259_2,3,2,10,7,5,5,16,18,13,12,5,9,2,0,1,1,7,123,6,2
Tbcel_1,1019,1066,3348,1687,801,887,1322,1566,2302,1783,1924,2096,1251,964,987,1200,479,886,3137,559
Grik4_1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,5,436,1,1
Arhgef12_1,8841,6293,25234,10373,6541,4977,8824,8452,22082,17028,17790,20021,9755,7147,6332,8249,3840,4404,4840,2213
Tmem136_1,4,0,8,0,0,0,1,1,12,3,7,2,0,1,0,0,63,198,33,24
Pou2f3_1,24,13,1,0,6,2,1,2,2,1,3,0,0,0,0,0,18,9,4,0
Oaf_1,2196,2511,1553,2102,2377,5158,666,799,3212,2376,3812,4108,2672,3235,2906,3887,285,473,119,60
LOC100756124_1,0,1,0,680,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Trim29_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
LOC113835284,1,0,9,210,0,0,1,0,1140,852,1202,1344,1,5,0,1,2,0,0,0
Nectin1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,1623,189,56
Thy1_1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,120,13496,11428,6841
Usp2_1,0,1,5,3,0,0,0,1,2,0,10,2,0,0,0,0,145,761,599,78
Mfrp_1,9,6,54,12,1,3,1,0,37,20,45,47,1,3,2,5,13,147,149,106
C1qtnf5_1,290,278,641,975,299,692,80,98,594,489,389,419,208,244,196,397,235,306,394,115
Rnf26_1,480,3241,1276,811,1505,1006,654,547,5644,4451,4840,5129,1652,1915,1672,1474,234,539,898,104
Mcam_1,12,101,212,20,14,10,22,18,143,115,126,202,38,26,33,38,626,349,535,150
Cbl_1,1268,534,3014,1156,967,532,573,459,2561,2122,2862,3087,1503,1197,909,1322,890,305,425,2057
Ccdc153_1,13,15,47,33,6,4,7,2,6,0,5,12,1,6,1,13,226,30,3,4
Pdzd3_1,2,4,46,49,1,0,0,1,0,1,0,3,0,0,0,0,22,27,30,26
